Year,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C3803,C3804,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,F3106,G5105,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2007,R41000,ç≤âÍåß,860000,405000,455000,856000,404000,453000,126000,65000,61000,531000,259000,271000,203000,80000,122000,7703,3944,3759,1.51,8787,4484,4303,17442,9602,7840,20176,11072,9104,4213,1542,17.4,33.9,2.2,87,1624.5,4264,1126698,425,8337,53,3795,25000,53100,107,748,10059,194,3332,53344,103,2178,28649,9652,9341,46,2228,28336,9062,3852,3,2,107,774,1197,7676,608,51,1624,281,31,5,3326,21,40496,163352,90901,12585,12935,11030,20132,5887,2112,3126,632,501951,294776,63584,142356,96,686,422,217,19950,0,20511,2706,313925,65496,18563,22567,9469,14269,15277,42319,14377,30029,81559
2006,R41000,ç≤âÍåß,863000,406000,456000,859000,405000,454000,129000,66000,63000,534000,261000,274000,200000,79000,120000,7647,4023,3624,1.5,8447,4271,4176,17552,9662,7890,20148,11127,9021,4270,1658,17,34.3,2,109,2231.5,4634,1310326,430,9768,50,3780,25600,54600,108,758,10423,194,3332,53978,100,2147,28873,9764,9477,47,2254,29043,9500,4000,3,2,111,766,1414,7647,704,77,1679,310,31,6,3586,39,41304,172802,93196,13139,13642,11632,20970,6360,2253,2792,1267,580188,316877,123049,136826,97,687,415,216,19765,0,20375,2636,307754,65254,21010,22413,10996,13940,13312,31355,10586,29775,89113
2017,R42000,í∑çËåß,1354000,636000,718000,1346000,632000,714000,173000,89000,84000,757000,371000,386000,424000,176000,248000,10558,5488,5070,1.7,17515,8471,9044,22438,13177,9261,28321,15652,12669,5831,2089,17.3,32.6,3.7,108,1778.5,5187,1108054,611,21078,84,8120,23700,89200,117,973,9697,338,5394,71611,192,3383,37339,12685,12404,79,3223,38842,12740,5738,2,8,61,1752,884,16810,418,23,3699,428,42,6,4273,191,48190,181004,201911,16786,17608,15795,26199,7397,2957,3493,898,592265,339315,86733,162798,122,1380,734,455,34627,190,35491,4598,265383,70440,17442,22516,8911,9607,11199,35030,6681,20093,63464
2016,R42000,í∑çËåß,1367000,642000,725000,1358000,637000,721000,176000,90000,86000,775000,380000,394000,417000,172000,245000,10886,5612,5274,1.71,17071,8340,8731,22105,12744,9361,27678,15147,12531,6013,2169,18.1,33.7,4.2,127,2293,4993,1003313,622,21378,83,7929,23500,87000,126,1006,10189,343,5400,72271,192,3411,38595,13387,13084,79,3249,39679,12977,5672,2,10,62,1782,860,16814,393,26,3741,430,41,5,4377,129,50191,187116,194737,17234,18180,16142,25801,7263,2926,3394,793,593716,343818,77571,160793,123,1389,739,462,34542,70,35440,4693,250411,67798,17514,21105,10560,10197,11172,35080,6374,19079,51532
2015,R42000,í∑çËåß,1377187,645763,731424,1365241,639685,725556,177562,90930,86632,784862,383709,401153,404686,165381,239305,11020,5686,5334,1.67,16855,8117,8738,22919,13261,9658,28767,15874,12893,6118,2304,17.3,30.4,4.5,132,2392,4827,1000780,633,21194,79,7593,23600,85900,135,1018,10858,358,5429,73082,193,3442,39629,13488,13195,79,3286,40330,12915,5756,2,10,56,1743,852,16769,399,24,3714,443,41,5,4646,143,53482,201888,181070,17875,18675,16760,21726,6269,2852,2612,673,539487,338655,63340,127607,126,1400,744,455,33630,42,34783,4669,244581,68642,13645,22923,8854,9736,10229,27710,6649,21508,54685
2014,R42000,í∑çËåß,1387000,649000,738000,1381000,646000,735000,183000,93000,89000,803000,392000,411000,401000,163000,238000,11323,5840,5483,1.66,17091,8457,8634,22443,12929,9514,28296,15519,12777,6137,2316,17,29.8,3.9,118,2133.5,5205,1058506,641,20707,69,6690,23700,85600,172,1261,13657,366,5472,73932,194,3478,40971,14010,13774,79,3317,40868,12924,5331,2,10,62,1746,850,16996,383,18,3794,436,41,7,4880,124,57477,221048,170911,18563,19270,17365,21936,6481,2845,2774,793,566043,341908,73709,145020,128,1409,751,410,30066,95,32515,4794,256316,62716,24306,21400,8413,9910,10339,40259,4754,19900,54319
2013,R42000,í∑çËåß,1397000,653000,744000,1392000,651000,741000,185000,95000,91000,822000,401000,421000,390000,157000,233000,11566,5868,5698,1.64,17225,8529,8696,22933,13034,9899,28825,16163,12662,6559,2358,17.5,33.5,2.8,97,1683.5,5321,1147641,652,20420,64,6353,24100,86200,175,1284,13833,375,5520,75404,196,3503,41859,14269,13972,79,3305,41274,13182,5731,2,10,61,1691,832,17024,388,15,3716,444,41,8,4711,178,62726,251240,162361,20048,20766,18809,23321,6659,3140,2804,674,603882,380638,69222,149243,131,1425,748,407,29666,97,32402,4688,279678,64277,14458,21984,9139,11301,9914,37303,8356,22908,80038
2012,R42000,í∑çËåß,1408000,658000,750000,1403000,656000,747000,188000,96000,92000,839000,409000,430000,380000,152000,228000,11723,5983,5740,1.63,16784,8327,8457,23858,13659,10199,28764,15858,12906,6335,2450,16.9,32.9,3.1,126,2135.5,4986,1070603,678,20526,62,6098,24800,91000,178,1278,14043,383,5518,76916,199,3542,42584,14241,13993,79,3343,42495,14081,5898,3,10,60,1786,822,17138,368,19,3819,436,41,8,4595,165,65334,271537,146975,20651,21396,19411,29926,6073,2906,2363,745,565342,355428,76801,127828,131,1423,749,416,30001,43,32426,4732,258371,58837,17335,21107,8559,10155,10794,35207,7050,21598,67729
2011,R42000,í∑çËåß,1418000,662000,756000,1412000,659000,752000,191000,98000,93000,855000,416000,439000,371000,147000,224000,11727,6074,5653,1.6,16645,8375,8270,24226,13645,10581,28559,15840,12719,6337,2435,17,31.6,1.3,95,2169,4643,1122296,704,20797,60,6034,25600,92400,181,1293,13829,386,5621,79019,200,3585,43339,14704,14376,80,3398,43391,14040,6010,4,10,65,1790,854,17256,423,27,3778,452,41,8,4687,166,68137,281725,143139,21902,22332,20662,28719,6039,2718,2424,860,555733,331170,88008,132495,132,1414,747,405,29236,22,31472,4605,235584,60248,19311,19986,8621,9069,10594,28130,6508,21281,51836
2010,R42000,í∑çËåß,1426779,665899,760880,1414600,660342,754258,193428,98927,94501,857416,416736,440680,369290,146533,222757,12004,6167,5837,1.61,16303,8291,8012,24343,14073,10270,29206,16149,13057,6647,2515,17.5,32.8,3.5,124,1897.5,4575,971491,735,21241,60,6067,26700,96000,184,1285,13920,396,5672,81106,210,3638,43728,14669,14343,83,3461,44804,14577,6145,4,10,69,1794,914,17100,421,32,3677,436,43,9,4727,149,72799,297309,119200,20556,21394,19717,29534,5450,2665,2166,463,501119,329370,49192,115128,134,1419,739,409,29336,38,31176,4572,267616,60806,18876,22189,8482,12190,10039,33187,9910,28854,63084
2009,R42000,í∑çËåß,1434000,669000,765000,1427000,666000,761000,189000,96000,93000,873000,425000,448000,368000,146000,222000,11838,6146,5692,1.5,15491,7910,7581,25929,15218,10711,31815,17736,14079,6854,2564,17.4,32.1,3.5,105,1801,4300,917842,786,21939,60,6124,27800,99600,189,1281,14148,401,5717,82840,211,3681,45092,15653,15289,83,3544,45135,14606,6257,4,10,74,1750,983,17056,502,65,3770,480,43,10,4720,169,72857,304364,98547,19743,20506,19025,28573,5755,2425,2649,558,512880,300939,55185,139950,136,1431,737,415,29710,94,31475,4547,264605,65242,12328,22007,9792,11396,10372,31854,7992,24959,68661
2008,R42000,í∑çËåß,1443000,673000,770000,1437000,670000,766000,195000,99000,96000,882000,428000,454000,363000,144000,219000,12173,6247,5926,1.5,15697,8043,7654,25238,14627,10611,34037,19226,14811,6981,2528,17.3,32,2.7,103,1840,4781,1083131,792,21720,59,5921,29000,103400,189,1293,14688,406,5773,84919,212,3691,46008,15622,15273,82,3571,45885,14465,6132,4,10,87,1733,1139,17209,547,50,4035,454,46,12,4861,275,67217,266987,120125,18444,19473,17720,26453,6592,2630,2881,1053,580966,332073,106177,139007,137,1438,739,437,31150,89,32465,4719,271642,66056,19989,22213,9715,13298,11477,30200,9089,24639,64965
2007,R42000,í∑çËåß,1455000,680000,776000,1449000,677000,772000,202000,103000,99000,891000,433000,459000,360000,143000,217000,12175,6192,5983,1.48,15310,7859,7451,26029,15109,10920,36093,20359,15734,6972,2734,18,32.6,4.5,98,1464,5086,1132759,806,21972,56,5650,29600,104500,191,1279,15826,406,5815,86311,213,3781,47549,16157,15822,84,3667,46634,15220,6242,4,9,91,1586,1157,17562,521,36,4039,448,45,12,4844,338,66481,267053,143866,19330,20715,18683,28793,6942,2772,3367,659,592020,350413,67971,164927,138,1440,748,441,31205,90,32699,4679,274800,63442,24373,22558,8465,12694,10244,31221,12616,27598,61589
2006,R42000,í∑çËåß,1467000,685000,782000,1461000,683000,779000,209000,107000,102000,903000,437000,465000,355000,141000,214000,12410,6322,6088,1.49,14941,7798,7143,26228,14898,11330,35828,20300,15528,7009,2926,17.5,32.4,4,119,2535,5856,1458175,812,21443,57,5751,30600,105100,192,1271,16251,412,5859,88482,213,3809,48275,16335,15912,88,3755,48287,16076,6437,5,9,99,1571,1205,17915,590,38,4089,493,43,15,4909,369,67355,273546,142200,20217,21675,19627,30540,8316,3306,3646,1280,733704,424057,125307,178871,138,1445,751,437,31060,74,32711,4630,249318,58090,20544,21352,8543,11040,11267,27201,8212,22129,60941
2017,R43000,åFñ{åß,1765000,833000,933000,1754000,828000,926000,237000,121000,115000,998000,489000,509000,531000,222000,308000,14657,7449,7208,1.67,21588,10308,11280,27138,15735,11403,30979,17064,13915,7883,2859,16.9,33.5,1,102,1818.5,13795,2665932,1213,27232,133,9595,27900,116200,110,859,10207,361,7022,97680,175,4126,49229,16738,16327,76,3803,48196,15405,7217,2,9,51,1699,730,25109,359,17,5543,683,54,6,8490,1384,48420,195080,321784,18076,18400,16497,42071,16411,7996,6350,1892,1476433,904631,184892,369433,175,1457,844,585,50481,275,52152,6179,280970,66857,20044,20692,12439,10511,11168,34917,12553,25807,65983
2016,R43000,åFñ{åß,1774000,836000,938000,1765000,832000,933000,239000,122000,117000,1012000,496000,517000,523000,218000,305000,14894,7641,7253,1.66,21379,10293,11086,26003,14877,11126,32794,17733,15061,7976,2915,18,35.1,2.2,127,2504,10346,2203287,1221,26973,129,9174,27700,111400,114,872,11002,370,7059,97309,176,4146,50078,16971,16587,80,3840,48811,15622,7333,2,9,53,1724,792,25388,376,13,5534,689,54,6,8610,1080,53034,219364,296073,18683,19116,17027,35120,13296,6221,5166,1771,1189424,721303,176199,277637,174,1454,851,526,44729,233,46305,5709,262224,66031,20122,19274,11609,9486,10014,33614,7338,23611,61125
2015,R43000,åFñ{åß,1786170,841046,945124,1771440,834781,936659,241167,123581,117586,1024400,500297,524103,511484,212154,299330,15577,7914,7663,1.68,20692,10212,10480,27916,15710,12206,31849,17700,14149,8249,3290,17.2,31.9,2.1,129,2292,8115,1608265,1247,27411,133,9360,27800,110200,122,954,12640,377,7024,97930,178,4148,51211,17427,17038,80,3859,49037,15719,7253,2,9,51,1744,837,25483,397,11,5489,701,52,6,8571,977,58882,245583,251604,20705,21272,19034,32808,10902,4589,4403,1782,985166,544206,183668,244504,176,1469,850,574,47875,659,51430,6497,292878,68629,26796,20815,10396,13187,10896,33052,13011,26401,69695
2014,R43000,åFñ{åß,1795000,845000,950000,1787000,842000,945000,244000,125000,119000,1046000,511000,534000,504000,207000,297000,15558,7974,7584,1.64,20461,9973,10488,27671,15450,12221,30532,16951,13581,8714,3105,16.8,31,1.1,119,1694,8515,1787590,1269,27486,134,9246,27600,109200,143,1142,15767,377,6990,98362,180,4145,51671,17275,16926,78,3883,49680,15911,7248,2,9,52,1740,867,25592,399,15,5627,717,52,6,8948,1099,62949,266204,234189,21878,22334,20006,32748,11013,4455,4737,1591,983993,544520,163282,265568,176,1471,850,549,44979,678,49833,6888,279663,63697,24736,21451,10328,12709,11505,33238,11252,25229,65518
2013,R43000,åFñ{åß,1801000,847000,954000,1794000,845000,949000,246000,126000,120000,1065000,521000,544000,491000,200000,291000,15954,8196,7758,1.65,20237,9943,10294,28901,16213,12688,31584,17336,14248,8934,3333,17.2,33.9,0.1,96,1975,9213,1977733,1325,28261,126,8969,26700,109900,145,1132,16067,392,6986,98665,182,4196,52351,17635,17275,82,3914,50075,15968,7192,2,9,50,1731,856,25896,414,10,5792,717,52,7,9219,1054,65424,295258,228208,23567,23830,21506,33332,12353,5280,5424,1630,1144532,654374,172383,315854,176,1482,844,553,44359,582,49258,6890,270470,60426,21358,20425,8842,11809,10181,38349,10243,24011,64824
2012,R43000,åFñ{åß,1807000,850000,958000,1800000,847000,953000,247000,127000,120000,1081000,528000,553000,478000,194000,285000,15996,8316,7680,1.62,20565,10303,10262,29894,16642,13252,30836,17147,13689,8965,3377,16.7,33.7,1.3,123,2209.5,8371,1763870,1363,24941,122,8055,27200,125900,148,1114,16069,408,7044,99958,183,4177,52688,17773,17390,82,3937,51113,16640,7247,2,9,49,1753,887,26003,420,9,5597,648,52,7,9176,932,72375,333766,195077,24100,24541,22204,42147,11595,4593,5287,1637,1041492,568302,173878,290146,176,1481,842,560,44379,396,49147,6813,284192,60931,21303,20478,9724,12843,12819,38597,9567,26429,71501
2011,R43000,åFñ{åß,1813000,852000,961000,1805000,849000,956000,249000,127000,121000,1097000,536000,561000,467000,188000,279000,16118,8440,7678,1.62,20008,9864,10144,29909,16635,13274,30305,16839,13466,8730,3291,16.9,32.8,-1.2,99,2154.5,8048,1829262,1382,28188,120,7798,27400,129200,148,1126,15878,420,7146,101354,189,4201,53556,18216,17831,87,3994,51553,16293,7019,2,9,52,1751,933,26296,473,12,5623,704,52,8,9235,1045,77437,343291,188085,24503,24682,22631,41252,10524,4578,4292,1586,972897,564143,166057,235367,178,1459,834,551,42630,194,46963,6441,260274,60815,17671,21142,10206,11885,12114,34442,9631,26021,56346
2010,R43000,åFñ{åß,1817426,853514,963912,1798586,845166,953420,249606,127974,121632,1093440,533222,560218,463266,186363,276903,16246,8304,7942,1.62,19217,9672,9545,28759,16149,12610,31031,17115,13916,9098,3623,17.4,34.8,1.1,132,2072.5,7610,1779890,1399,28428,120,7629,28000,134900,148,1149,15908,429,7183,102544,190,4240,54026,18132,17751,88,4014,52414,16635,7164,2,10,51,1730,917,26295,394,8,5591,698,52,8,9218,1126,82107,366001,157968,25077,25557,23583,41399,8901,4506,3561,744,842014,557144,81282,194590,180,1453,833,541,41500,141,45879,6265,273037,63736,17119,21678,9173,11310,12036,34521,15251,27743,60468
2009,R43000,åFñ{åß,1821000,855000,966000,1813000,852000,961000,251000,129000,122000,1099000,537000,562000,463000,186000,277000,16221,8360,7861,1.58,18505,9431,9074,30520,17362,13158,34781,19668,15113,9100,3450,17.5,33.8,2,99,1565.5,7297,1521796,1406,28856,121,8223,28700,139400,149,1156,16240,436,7115,103976,193,4204,55339,18995,18572,85,4018,52818,16841,7285,2,10,50,1693,868,26214,413,14,5809,848,54,8,8924,1145,83377,407462,125316,24384,24821,22930,40250,9426,4095,4110,1140,876918,517785,138723,214745,180,1454,832,570,43415,93,47834,6427,289466,66059,16717,21992,10114,14216,12607,36197,14644,31427,65492
2008,R43000,åFñ{åß,1826000,858000,968000,1819000,855000,963000,254000,130000,124000,1110000,542000,568000,457000,184000,273000,16462,8384,8078,1.58,18951,9516,9435,31442,17715,13727,35409,19910,15499,9573,3493,17.2,34,0.2,107,2353,8077,1775995,1428,28591,114,7553,29500,140100,152,1174,16482,446,7163,105391,191,4147,55995,18871,18415,85,4059,53461,16801,7089,2,10,51,1675,890,26777,417,8,6154,838,57,8,8897,1178,80405,331732,157627,21366,21873,19902,36141,12014,4354,5843,1528,1036688,567016,152971,282958,179,1453,830,585,44475,104,48480,6567,282031,64950,23467,21682,9378,13547,11973,32634,13292,26535,64573
2007,R43000,åFñ{åß,1832000,861000,971000,1824000,858000,966000,257000,132000,125000,1120000,546000,573000,452000,181000,270000,16307,8337,7970,1.54,18375,9350,9025,31196,17563,13633,36331,20340,15991,9450,3570,18,34.8,2.6,96,1810.5,8243,2137370,1469,28442,110,7090,30600,140800,152,1191,16712,454,7183,106444,192,4157,57023,19201,18783,85,4084,54267,17177,7153,2,10,51,1806,946,26941,482,13,5784,852,57,9,9337,1187,72327,306209,223449,21421,22753,20083,41192,12790,4234,7168,1284,1044597,554938,138865,345325,180,1463,830,586,44220,83,48153,6343,272840,63486,15458,20467,7192,15577,12317,31955,12016,29895,64477
2006,R43000,åFñ{åß,1838000,864000,974000,1831000,862000,969000,261000,134000,127000,1130000,551000,579000,445000,179000,267000,16189,8175,8014,1.5,18084,9293,8791,32211,18084,14127,36405,20538,15867,9313,3632,17.6,34.5,1.9,130,2800.5,9128,2463436,1506,26518,99,6393,30500,132300,153,1190,16936,460,7173,107994,193,4166,57661,19616,19135,85,4137,56055,18576,7223,3,10,48,1790,1022,27140,500,36,5935,822,55,11,9562,1225,77227,320399,238808,22167,23474,20583,42828,15488,4607,8303,2548,1295205,607258,267538,417181,181,1475,819,584,43860,117,47771,6337,273261,62327,19852,20261,8000,14273,13261,33457,15367,26329,60134
2017,R44000,ëÂï™åß,1152000,546000,607000,1142000,541000,601000,143000,73000,70000,642000,319000,324000,367000,154000,213000,8658,4446,4212,1.62,14398,7084,7314,17304,9982,7322,20189,11222,8967,5022,1943,16.8,32.9,2.8,90,1910,5393,1136133,1162,26098,175,12966,24500,53900,186,940,9967,275,4346,59443,138,2610,29958,10128,9953,55,2685,31848,10083,4823,5,5,167,1013,1896,14661,877,144,3010,302,46,14,4586,1664,36648,139139,195162,14888,15199,13674,22193,6976,2711,3008,1214,607273,322195,117473,163394,132,965,538,294,23770,505,23742,2787,287746,67420,17010,19286,12905,12671,11874,40397,7680,30564,67939
2016,R44000,ëÂï™åß,1160000,549000,611000,1150000,545000,606000,145000,74000,71000,653000,323000,329000,362000,151000,211000,9059,4657,4402,1.65,14264,7035,7229,17852,10160,7692,20460,11286,9174,5151,1999,17.6,33.9,2.8,102,2199,5329,1038760,1168,25011,166,11844,24700,53900,188,924,10363,287,4426,60135,140,2644,31153,10709,10507,58,2699,31851,10102,4768,5,5,168,1010,1934,14560,923,137,3184,293,46,14,4670,1614,40128,156089,180313,15780,16261,14543,20566,7091,2866,3260,799,597243,338994,78713,167766,132,964,541,289,23641,370,23717,2781,262329,65303,14062,19133,9249,11288,10507,38661,7524,25763,60840
2015,R44000,ëÂï™åß,1166338,551932,614406,1150436,544698,605738,146413,74904,71509,657169,324315,332854,351745,146429,205316,9112,4636,4476,1.59,13958,6931,7027,18391,10487,7904,20803,11443,9360,5315,2066,16.8,31.3,3.4,111,1677.5,5303,1131954,1176,25053,165,11466,24800,53900,197,923,10742,296,4497,60605,140,2678,31560,10589,10404,60,2659,32226,10343,4797,5,5,161,1004,1926,14366,881,143,2990,328,46,14,4897,1606,43542,165587,160032,16721,17299,15556,17773,7063,2768,2991,1211,608514,327699,120332,153907,132,971,539,285,22937,536,23187,2750,272374,62901,18406,19470,9316,9522,9740,42609,7381,24001,69029
2014,R44000,ëÂï™åß,1173000,555000,618000,1165000,551000,614000,150000,77000,73000,674000,333000,341000,347000,143000,203000,9279,4767,4512,1.57,14065,6946,7119,18170,10245,7925,20818,11616,9202,5391,2004,16.3,30.3,2,108,1613,5456,1074322,1215,25290,158,11150,25100,54400,215,1024,12320,298,4505,60802,140,2707,32059,10743,10515,62,2698,32787,10517,4938,5,5,166,996,1971,14295,965,174,3054,287,46,19,5054,1873,46749,183772,153925,17539,18392,16510,20169,6423,2761,2688,908,569994,333496,88039,141009,133,972,538,279,21934,42,23761,3434,284219,65532,15762,22215,9568,10693,10497,46550,8825,27228,67349
2013,R44000,ëÂï™åß,1180000,558000,622000,1172000,555000,617000,152000,78000,74000,690000,341000,349000,337000,139000,198000,9605,4929,4676,1.56,13874,6877,6997,18873,10764,8109,21435,11754,9681,5724,2179,16.9,34.2,1.3,82,1505.5,5894,1300192,1231,24487,155,10737,25500,55500,216,1034,12433,304,4533,61534,140,2707,32293,10921,10717,64,2699,33105,10419,4733,5,5,170,975,1990,14474,906,188,3261,323,44,19,5055,1855,51660,210834,146428,19127,19766,17971,20688,7289,3336,3124,779,659255,409224,77904,167932,133,970,544,265,19912,95,21687,3268,311824,64163,22718,21484,11569,12852,11603,52386,7867,30569,76613
2012,R44000,ëÂï™åß,1186000,561000,626000,1178000,557000,621000,153000,79000,75000,705000,348000,357000,327000,134000,194000,9650,5038,4612,1.53,14050,6986,7064,19544,11159,8385,21204,11744,9460,5652,2187,16.3,32,2,126,2263.5,5437,1155715,1231,24468,154,10751,26200,56300,220,1022,12544,309,4561,62256,143,2729,32893,11174,10978,64,2741,33746,11001,5004,5,5,165,964,1948,14660,904,178,3168,315,44,20,5018,1789,56038,225479,141465,18946,19713,17863,28162,7013,2954,2588,1376,650477,357188,141795,144620,134,975,546,271,20361,54,22065,3257,305316,62852,19485,19352,10970,12993,12317,43860,8005,33839,81643
2011,R44000,ëÂï™åß,1192000,563000,629000,1183000,559000,624000,155000,79000,75000,718000,354000,364000,319000,130000,190000,9988,5096,4892,1.55,13806,7057,6749,20532,11589,8943,21339,11718,9621,5667,2110,16.6,32,-0.1,89,1959.5,5233,1216715,1315,25845,156,10464,27200,55900,222,1023,12350,321,4615,63239,142,2730,33384,11297,11074,63,2770,33865,10621,4856,5,5,167,987,2089,15106,1022,212,3424,317,43,20,5187,1713,57173,232820,136018,19539,20278,18441,27292,5925,2818,2196,863,558921,348235,84711,122692,135,973,544,255,19001,24,20400,3047,283178,60961,15362,19164,9463,11410,12468,42966,8127,26774,76482
