5,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,一般世帯総数（住居の種類・住宅の所有の関係）,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,一般世帯人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,1世帯当たり人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」
4852,"13208","005003","3","","","","東京都","調布市","小島町","３丁目",2330,2313,2297,1003,113,1138,43,16,17,-,4411,4383,4354,2484,255,1530,85,29,28,-,1.8931330472,1.8949416342,1.8955158903,2.4765702891,2.2566371681,1.3444639719,1.9767441860,1.8125000000,1.6470588235,-
4853,"13208","0060","2","","","","東京都","調布市","布田","",7816,7714,7657,3117,-,4312,228,57,102,-,14049,13885,13796,7269,-,6092,435,89,164,-,1.7974667349,1.7999740731,1.8017500326,2.3320500481,-,1.4128014842,1.9078947368,1.5614035088,1.6078431373,-
4854,"13208","006001","3","","","","東京都","調布市","布田","１丁目",1299,1288,1283,485,-,770,28,5,11,-,2270,2247,2241,1004,-,1192,45,6,23,-,1.7474980754,1.7445652174,1.7466874513,2.0701030928,-,1.5480519481,1.6071428571,1.2000000000,2.0909090909,-
4855,"13208","006002","3","","","","東京都","調布市","布田","２丁目",1916,1896,1881,654,-,1199,28,15,20,-,3138,3114,3096,1461,-,1589,46,18,24,-,1.6377870564,1.6424050633,1.6459330144,2.2339449541,-,1.3252710592,1.6428571429,1.2000000000,1.2000000000,-
4856,"13208","006003","3","","","","東京都","調布市","布田","３丁目",1034,1021,1013,451,-,540,22,8,13,-,1909,1890,1877,1078,-,758,41,13,19,-,1.8462282398,1.8511263467,1.8529121422,2.3902439024,-,1.4037037037,1.8636363636,1.6250000000,1.4615384615,-
4857,"13208","006004","3","","","","東京都","調布市","布田","４丁目",1551,1540,1530,493,-,931,106,10,11,-,2602,2578,2561,1048,-,1347,166,17,24,-,1.6776273372,1.6740259740,1.6738562092,2.1257606491,-,1.4468313641,1.5660377358,1.7000000000,2.1818181818,-
4858,"13208","006005","3","","","","東京都","調布市","布田","５丁目",1206,1170,1157,594,-,550,13,13,36,-,2253,2216,2195,1424,-,744,27,21,37,-,1.8681592040,1.8940170940,1.8971477960,2.3973063973,-,1.3527272727,2.0769230769,1.6153846154,1.0277777778,-
4859,"13208","006006","3","","","","東京都","調布市","布田","６丁目",810,799,793,440,-,322,31,6,11,-,1877,1840,1826,1254,-,462,110,14,37,-,2.3172839506,2.3028785982,2.3026481715,2.8500000000,-,1.4347826087,3.5483870968,2.3333333333,3.3636363636,-
4860,"13208","0070","2","","","","東京都","調布市","下布田","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4861,"13208","0080","2","","","","東京都","調布市","国領町","",13159,12980,12901,4465,2276,5889,271,79,179,-,25707,25490,25348,11427,4591,8745,585,142,217,-,1.9535679003,1.9637904468,1.9648089295,2.5592385218,2.0171353251,1.4849719817,2.1586715867,1.7974683544,1.2122905028,-
4862,"13208","008001","3","","","","東京都","調布市","国領町","１丁目",2263,2259,2244,694,-,1495,55,15,4,-,3934,3928,3908,1593,-,2194,121,20,6,-,1.7384003535,1.7388224878,1.7415329768,2.2953890490,-,1.4675585284,2.2000000000,1.3333333333,1.5000000000,-
4863,"13208","008002","3","","","","東京都","調布市","国領町","２丁目",947,876,871,343,24,466,38,5,71,-,1866,1790,1782,821,80,805,76,8,76,-,1.9704329461,2.0433789954,2.0459242250,2.3935860058,3.3333333333,1.7274678112,2.0000000000,1.6000000000,1.0704225352,-
4864,"13208","008003","3","","","","東京都","調布市","国領町","３丁目",1910,1910,1905,496,1161,241,7,5,-,-,3845,3845,3838,1271,2224,328,15,7,-,-,2.0130890052,2.0130890052,2.0146981627,2.5625000000,1.9155900086,1.3609958506,2.1428571429,1.4000000000,-,-
4865,"13208","008004","3","","","","東京都","調布市","国領町","４丁目",1774,1741,1729,585,-,1083,61,12,33,-,3333,3291,3270,1509,-,1601,160,21,42,-,1.8788049605,1.8902929351,1.8912666281,2.5794871795,-,1.4783010157,2.6229508197,1.7500000000,1.2727272727,-
4866,"13208","008005","3","","","","東京都","調布市","国領町","５丁目",2018,2013,1998,735,-,1246,17,15,5,-,3642,3635,3610,1881,-,1695,34,25,7,-,1.8047571853,1.8057625435,1.8068068068,2.5591836735,-,1.3603531300,2.0000000000,1.6666666667,1.4000000000,-
4867,"13208","008006","3","","","","東京都","調布市","国領町","６丁目",566,566,563,231,-,329,3,3,-,-,1102,1102,1098,621,-,470,7,4,-,-,1.9469964664,1.9469964664,1.9502664298,2.6883116883,-,1.4285714286,2.3333333333,1.3333333333,-,-
4868,"13208","008007","3","","","","東京都","調布市","国領町","７丁目",1660,1607,1589,661,13,835,80,18,53,-,3279,3223,3182,1757,15,1268,142,41,56,-,1.9753012048,2.0056004978,2.0025173065,2.6580937973,1.1538461538,1.5185628743,1.7750000000,2.2777777778,1.0566037736,-
4869,"13208","008008","3","","","","東京都","調布市","国領町","８丁目",2021,2008,2002,720,1078,194,10,6,13,-,4706,4676,4660,1974,2272,384,30,16,30,-,2.3285502227,2.3286852590,2.3276723277,2.7416666667,2.1076066790,1.9793814433,3.0000000000,2.6666666667,2.3076923077,-
4870,"13208","0090","2","","","","東京都","調布市","染地","",6207,6187,6169,4094,1219,806,50,18,20,-,14762,14715,14676,10617,2235,1680,144,39,47,-,2.3782825842,2.3783740100,2.3789917329,2.5933072789,1.8334700574,2.0843672457,2.8800000000,2.1666666667,2.3500000000,-
4871,"13208","009001","3","","","","東京都","調布市","染地","１丁目",777,771,765,443,115,189,18,6,6,-,1928,1917,1900,1250,247,355,48,17,11,-,2.4813384813,2.4863813230,2.4836601307,2.8216704289,2.1478260870,1.8783068783,2.6666666667,2.8333333333,1.8333333333,-
4872,"13208","009002","3","","","","東京都","調布市","染地","２丁目",2395,2388,2383,2075,-,284,24,5,7,-,6340,6323,6315,5556,-,678,81,8,17,-,2.6471816284,2.6478224456,2.6500209820,2.6775903614,-,2.3873239437,3.3750000000,1.6000000000,2.4285714286,-
4873,"13208","009003","3","","","","東京都","調布市","染地","３丁目",3035,3028,3021,1576,1104,333,8,7,7,-,6494,6475,6461,3811,1988,647,15,14,19,-,2.1397034596,2.1383751651,2.1386957961,2.4181472081,1.8007246377,1.9429429429,1.8750000000,2.0000000000,2.7142857143,-
4874,"13208","0100","2","","","","東京都","調布市","多摩川","",7326,7254,7203,3678,161,2936,428,51,72,-,15361,15263,15172,9522,396,4247,1007,91,98,-,2.0967785968,2.1040805073,2.1063445786,2.5889070147,2.4596273292,1.4465258856,2.3528037383,1.7843137255,1.3611111111,-
4875,"13208","010001","3","","","","東京都","調布市","多摩川","１丁目",1653,1644,1638,925,23,328,362,6,9,-,4098,4085,4077,2524,69,622,862,8,13,-,2.4791288566,2.4847931873,2.4890109890,2.7286486486,3.0000000000,1.8963414634,2.3812154696,1.3333333333,1.4444444444,-
4876,"13208","010002","3","","","","東京都","調布市","多摩川","２丁目",385,380,372,189,-,178,5,8,5,-,784,775,759,497,-,252,10,16,9,-,2.0363636364,2.0394736842,2.0403225806,2.6296296296,-,1.4157303371,2.0000000000,2.0000000000,1.8000000000,-
4877,"13208","010003","3","","","","東京都","調布市","多摩川","３丁目",1935,1930,1919,970,138,798,13,11,5,-,4177,4167,4148,2672,327,1125,24,19,10,-,2.1586563307,2.1590673575,2.1615424700,2.7546391753,2.3695652174,1.4097744361,1.8461538462,1.7272727273,2.0000000000,-
4878,"13208","010004","3","","","","東京都","調布市","多摩川","４丁目",495,492,482,138,-,334,10,10,3,-,885,881,859,359,-,484,16,22,4,-,1.7878787879,1.7906504065,1.7821576763,2.6014492754,-,1.4491017964,1.6000000000,2.2000000000,1.3333333333,-
4879,"13208","010005","3","","","","東京都","調布市","多摩川","５丁目",1762,1755,1742,748,-,974,20,13,7,-,3063,3054,3032,1700,-,1289,43,22,9,-,1.7383654938,1.7401709402,1.7405281286,2.2727272727,-,1.3234086242,2.1500000000,1.6923076923,1.2857142857,-
4880,"13208","010006","3","","","","東京都","調布市","多摩川","６丁目",453,411,411,261,-,135,15,-,42,-,1030,978,978,687,-,244,47,-,52,-,2.2737306843,2.3795620438,2.3795620438,2.6321839080,-,1.8074074074,3.1333333333,-,1.2380952381,-
4881,"13208","010007","3","","","","東京都","調布市","多摩川","７丁目",643,642,639,447,-,189,3,3,1,-,1324,1323,1319,1083,-,231,5,4,1,-,2.0590979782,2.0607476636,2.0641627543,2.4228187919,-,1.2222222222,1.6666666667,1.3333333333,1.0000000000,-
4882,"13208","0110","2","","","","東京都","調布市","佐須町","",2463,2446,2423,1439,80,878,26,23,17,-,5736,5709,5661,4058,167,1396,40,48,27,-,2.3288672351,2.3340147179,2.3363598844,2.8200138985,2.0875000000,1.5899772210,1.5384615385,2.0869565217,1.5882352941,-
4883,"13208","011001","3","","","","東京都","調布市","佐須町","１丁目",304,304,298,255,-,40,3,6,-,-,802,802,788,717,-,64,7,14,-,-,2.6381578947,2.6381578947,2.6442953020,2.8117647059,-,1.6000000000,2.3333333333,2.3333333333,-,-
4884,"13208","011002","3","","","","東京都","調布市","佐須町","２丁目",544,538,533,302,-,228,3,5,6,-,1284,1272,1259,832,-,423,4,13,12,-,2.3602941176,2.3643122677,2.3621013133,2.7549668874,-,1.8552631579,1.3333333333,2.6000000000,2.0000000000,-
4885,"13208","011003","3","","","","東京都","調布市","佐須町","３丁目",545,541,537,360,-,172,5,4,4,-,1213,1207,1199,972,-,219,8,8,6,-,2.2256880734,2.2310536044,2.2327746741,2.7000000000,-,1.2732558140,1.6000000000,2.0000000000,1.5000000000,-
4886,"13208","011004","3","","","","東京都","調布市","佐須町","４丁目",819,813,806,379,80,334,13,7,6,-,1909,1902,1893,1172,167,537,17,9,7,-,2.3308913309,2.3394833948,2.3486352357,3.0923482850,2.0875000000,1.6077844311,1.3076923077,1.2857142857,1.1666666667,-
4887,"13208","011005","3","","","","東京都","調布市","佐須町","５丁目",251,250,249,143,-,104,2,1,1,-,528,526,522,365,-,153,4,4,2,-,2.1035856574,2.1040000000,2.0963855422,2.5524475524,-,1.4711538462,2.0000000000,4.0000000000,2.0000000000,-
4888,"13208","0120","2","","","","東京都","調布市","柴崎","",3592,3533,3505,2107,175,1105,118,28,59,-,8082,8005,7952,5515,375,1749,313,53,77,-,2.2500000000,2.2657797905,2.2687589158,2.6174655909,2.1428571429,1.5828054299,2.6525423729,1.8928571429,1.3050847458,-
4889,"13208","012001","3","","","","東京都","調布市","柴崎","１丁目",1628,1595,1581,785,78,702,16,14,33,-,3416,3379,3350,2118,143,1058,31,29,37,-,2.0982800983,2.1184952978,2.1189120810,2.6980891720,1.8333333333,1.5071225071,1.9375000000,2.0714285714,1.1212121212,-
4890,"13208","012002","3","","","","東京都","調布市","柴崎","２丁目",1964,1938,1924,1322,97,403,102,14,26,-,4666,4626,4602,3397,232,691,282,24,40,-,2.3757637475,2.3869969040,2.3918918919,2.5695915280,2.3917525773,1.7146401985,2.7647058824,1.7142857143,1.5384615385,-
4891,"13208","0130","2","","","","東京都","調布市","菊野台","",4967,4880,4859,1732,17,3003,107,21,87,-,9089,8979,8948,4527,36,4181,204,31,110,-,1.8298771895,1.8399590164,1.8415311793,2.6137413395,2.1176470588,1.3922743923,1.9065420561,1.4761904762,1.2643678161,-
4892,"13208","013001","3","","","","東京都","調布市","菊野台","１丁目",1284,1271,1265,336,17,862,50,6,13,-,2287,2266,2258,812,36,1304,106,8,21,-,1.7811526480,1.7828481511,1.7849802372,2.4166666667,2.1176470588,1.5127610209,2.1200000000,1.3333333333,1.6153846154,-
4893,"13208","013002","3","","","","東京都","調布市","菊野台","２丁目",1718,1710,1702,559,-,1116,27,8,8,-,2975,2962,2947,1419,-,1483,45,15,13,-,1.7316647264,1.7321637427,1.7314923619,2.5384615385,-,1.3288530466,1.6666666667,1.8750000000,1.6250000000,-
4894,"13208","013003","3","","","","東京都","調布市","菊野台","３丁目",1965,1899,1892,837,-,1025,30,7,66,-,3827,3751,3743,2296,-,1394,53,8,76,-,1.9475826972,1.9752501316,1.9783298097,2.7431302270,-,1.3600000000,1.7666666667,1.1428571429,1.1515151515,-
4895,"13208","0140","2","","","","東京都","調布市","東つつじケ丘","",2898,2864,2837,929,39,1818,51,27,34,-,5282,5236,5186,2402,83,2601,100,50,46,-,1.8226363009,1.8282122905,1.8279873105,2.5855758881,2.1282051282,1.4306930693,1.9607843137,1.8518518519,1.3529411765,-
4896,"13208","014001","3","","","","東京都","調布市","東つつじケ丘","１丁目",664,662,661,129,-,525,7,1,2,-,946,941,940,306,-,623,11,1,5,-,1.4246987952,1.4214501511,1.4220877458,2.3720930233,-,1.1866666667,1.5714285714,1.0000000000,2.5000000000,-
4897,"13208","014002","3","","","","東京都","調布市","東つつじケ丘","２丁目",1273,1261,1244,361,39,807,37,17,12,-,2391,2374,2341,925,83,1261,72,33,17,-,1.8782403771,1.8826328311,1.8818327974,2.5623268698,2.1282051282,1.5625774473,1.9459459459,1.9411764706,1.4166666667,-
4898,"13208","014003","3","","","","東京都","調布市","東つつじケ丘","３丁目",961,941,932,439,-,486,7,9,20,-,1945,1921,1905,1171,-,717,17,16,24,-,2.0239334027,2.0414452710,2.0439914163,2.6674259681,-,1.4753086420,2.4285714286,1.7777777778,1.2000000000,-
4899,"13208","0150","2","","","","東京都","調布市","西つつじケ丘","",7379,7221,7171,2286,1697,3021,167,50,158,-,13993,13824,13736,5638,3154,4563,381,88,169,-,1.8963274156,1.9144162858,1.9154929577,2.4663167104,1.8585739540,1.5104270109,2.2814371257,1.7600000000,1.0696202532,-
4900,"13208","015001","3","","","","東京都","調布市","西つつじケ丘","１丁目",2257,2142,2126,1176,-,899,51,16,115,-,4499,4381,4356,2872,-,1372,112,25,118,-,1.9933540097,2.0452847806,2.0489181562,2.4421768707,-,1.5261401557,2.1960784314,1.5625000000,1.0260869565,-
4901,"13208","015002","3","","","","東京都","調布市","西つつじケ丘","２丁目",742,741,730,412,-,295,23,11,1,-,1615,1613,1590,964,-,563,63,23,2,-,2.1765498652,2.1767881242,2.1780821918,2.3398058252,-,1.9084745763,2.7391304348,2.0909090909,2.0000000000,-
4902,"13208","015003","3","","","","東京都","調布市","西つつじケ丘","３丁目",1498,1460,1452,264,-,1147,41,8,38,-,2396,2356,2345,640,-,1642,63,11,40,-,1.5994659546,1.6136986301,1.6150137741,2.4242424242,-,1.4315605929,1.5365853659,1.3750000000,1.0526315789,-
4903,"13208","015004","3","","","","東京都","調布市","西つつじケ丘","４丁目",2882,2878,2863,434,1697,680,52,15,4,-,5483,5474,5445,1162,3154,986,143,29,9,-,1.9024982651,1.9020152884,1.9018512050,2.6774193548,1.8585739540,1.4500000000,2.7500000000,1.9333333333,2.2500000000,-
4904,"13208","0160","2","","","","東京都","調布市","入間町","",3283,3267,3223,1806,245,1121,51,44,16,-,7375,7344,7266,4595,548,1990,133,78,31,-,2.2464209564,2.2479338843,2.2544213466,2.5442967885,2.2367346939,1.7752007136,2.6078431373,1.7727272727,1.9375000000,-
4905,"13208","016001","3","","","","東京都","調布市","入間町","１丁目",1482,1474,1455,845,-,600,10,19,8,-,3235,3220,3181,2134,-,1015,32,39,15,-,2.1828609987,2.1845318860,2.1862542955,2.5254437870,-,1.6916666667,3.2000000000,2.0526315789,1.8750000000,-
4906,"13208","016002","3","","","","東京都","調布市","入間町","２丁目",1108,1104,1088,587,228,264,9,16,4,-,2615,2607,2584,1522,514,532,16,23,8,-,2.3601083032,2.3614130435,2.3750000000,2.5928449744,2.2543859649,2.0151515152,1.7777777778,1.4375000000,2.0000000000,-
4907,"13208","016003","3","","","","東京都","調布市","入間町","３丁目",693,689,680,374,17,257,32,9,4,-,1525,1517,1501,939,34,443,85,16,8,-,2.2005772006,2.2017416546,2.2073529412,2.5106951872,2.0000000000,1.7237354086,2.6562500000,1.7777777778,2.0000000000,-
4908,"13208","0170","2","","","","東京都","調布市","仙川町","",4348,4335,4306,1356,-,2909,41,29,13,-,7290,7256,7204,3180,-,3944,80,52,34,-,1.6766329347,1.6738177624,1.6730143985,2.3451327434,-,1.3557923685,1.9512195122,1.7931034483,2.6153846154,-
4909,"13208","017001","3","","","","東京都","調布市","仙川町","１丁目",1946,1941,1920,518,-,1385,17,21,5,-,3050,3043,3005,1169,-,1803,33,38,7,-,1.5673175745,1.5677485832,1.5651041667,2.2567567568,-,1.3018050542,1.9411764706,1.8095238095,1.4000000000,-
4910,"13208","017002","3","","","","東京都","調布市","仙川町","２丁目",1548,1542,1538,552,-,971,15,4,6,-,2682,2664,2660,1309,-,1320,31,4,18,-,1.7325581395,1.7276264591,1.7295188557,2.3713768116,-,1.3594232750,2.0666666667,1.0000000000,3.0000000000,-
4911,"13208","017003","3","","","","東京都","調布市","仙川町","３丁目",854,852,848,286,-,553,9,4,2,-,1558,1549,1539,702,-,821,16,10,9,-,1.8243559719,1.8180751174,1.8148584906,2.4545454545,-,1.4846292948,1.7777777778,2.5000000000,4.5000000000,-
4912,"13208","0180","2","","","","東京都","調布市","緑ケ丘","",3207,3182,3160,1216,810,1084,50,22,25,-,6714,6668,6622,3190,1423,1849,160,46,46,-,2.0935453695,2.0955373979,2.0955696203,2.6233552632,1.7567901235,1.7057195572,3.2000000000,2.0909090909,1.8400000000,-
4913,"13208","018001","3","","","","東京都","調布市","緑ケ丘","１丁目",1139,1127,1113,646,-,463,4,14,12,-,2325,2304,2274,1643,-,622,9,30,21,-,2.0412642669,2.0443655723,2.0431266846,2.5433436533,-,1.3434125270,2.2500000000,2.1428571429,1.7500000000,-
4914,"13208","018002","3","","","","東京都","調布市","緑ケ丘","２丁目",2068,2055,2047,570,810,621,46,8,13,-,4389,4364,4348,1547,1423,1227,151,16,25,-,2.1223404255,2.1236009732,2.1240840254,2.7140350877,1.7567901235,1.9758454106,3.2826086957,2.0000000000,1.9230769231,-
4915,"13208","0190","2","","","","東京都","調布市","野水","",36,36,35,30,-,5,-,1,-,-,96,96,95,85,-,10,-,1,-,-,2.6666666667,2.6666666667,2.7142857143,2.8333333333,-,2.0000000000,-,1.0000000000,-,-
4916,"13208","019001","3","","","","東京都","調布市","野水","１丁目",36,36,35,30,-,5,-,1,-,-,96,96,95,85,-,10,-,1,-,-,2.6666666667,2.6666666667,2.7142857143,2.8333333333,-,2.0000000000,-,1.0000000000,-,-
4917,"13208","019002","3","","","","東京都","調布市","野水","２丁目",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4918,"13208","0200","2","","","","東京都","調布市","西町","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4919,"13208","0210","2","","","","東京都","調布市","若葉町","",3090,3000,2962,1346,37,1503,76,38,90,-,5910,5797,5737,3388,80,2064,205,60,113,-,1.9126213592,1.9323333333,1.9368669818,2.5170876672,2.1621621622,1.3732534930,2.6973684211,1.5789473684,1.2555555556,-
4920,"13208","021001","3","","","","東京都","調布市","若葉町","１丁目",1295,1283,1262,627,-,610,25,21,12,-,2454,2426,2390,1528,-,785,77,36,28,-,1.8949806950,1.8908807482,1.8938193344,2.4370015949,-,1.2868852459,3.0800000000,1.7142857143,2.3333333333,-
4921,"13208","021002","3","","","","東京都","調布市","若葉町","２丁目",1242,1206,1195,517,37,617,24,11,36,-,2317,2276,2260,1296,80,818,66,16,41,-,1.8655394525,1.8872305141,1.8912133891,2.5067698259,2.1621621622,1.3257698541,2.7500000000,1.4545454545,1.1388888889,-
4922,"13208","021003","3","","","","東京都","調布市","若葉町","３丁目",553,511,505,202,-,276,27,6,42,-,1139,1095,1087,564,-,461,62,8,44,-,2.0596745027,2.1428571429,2.1524752475,2.7920792079,-,1.6702898551,2.2962962963,1.3333333333,1.0476190476,-
4923,"13208","0220","2","","","","東京都","調布市","調布ケ丘","",4684,4622,4591,2401,61,1941,188,31,62,-,9742,9656,9602,6211,134,2785,472,54,86,-,2.0798462852,2.0891389009,2.0914833370,2.5868388172,2.1967213115,1.4348274086,2.5106382979,1.7419354839,1.3870967742,-
4924,"13208","022001","3","","","","東京都","調布市","調布ケ丘","１丁目",926,921,914,455,-,363,96,7,5,-,1881,1871,1861,1121,-,505,235,10,10,-,2.0313174946,2.0314875136,2.0361050328,2.4637362637,-,1.3911845730,2.4479166667,1.4285714286,2.0000000000,-
4925,"13208","022002","3","","","","東京都","調布市","調布ケ丘","２丁目",1004,1003,995,333,60,591,11,8,1,-,1741,1737,1727,806,132,756,33,10,4,-,1.7340637450,1.7318045862,1.7356783920,2.4204204204,2.2000000000,1.2791878173,3.0000000000,1.2500000000,4.0000000000,-
4926,"13208","022003","3","","","","東京都","調布市","調布ケ丘","３丁目",2074,2022,2008,1351,-,584,73,14,52,-,4752,4689,4658,3589,-,891,178,31,63,-,2.2912246866,2.3189910979,2.3197211155,2.6565507032,-,1.5256849315,2.4383561644,2.2142857143,1.2115384615,-
4927,"13208","022004","3","","","","東京都","調布市","調布ケ丘","４丁目",680,676,674,262,1,403,8,2,4,-,1368,1359,1356,695,2,633,26,3,9,-,2.0117647059,2.0103550296,2.0118694362,2.6526717557,2.0000000000,1.5707196030,3.2500000000,1.5000000000,2.2500000000,-
