"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2004","7.1","0.16","0.44","2.5","0.068","17","31","0.99328","3.35","0.54","12.4","6","RED","TEST","0.11853377497754"
"2004","8","0.6","0.08","2.6","0.056","3","7","0.99286","3.22","0.37","13","5","RED","TEST","0.14426881726831"
"2004","7","0.6","0.3","4.5","0.068","20","110","0.99914","3.3","1.17","10.2","5","RED","TRAIN","0.89124766574241"
"2000","6.5","0.29","0.52","1.7","0.034","41","193","0.99223","3.25","0.59","10.4","6","WHITE","VALIDATE","0.49408601759932"
"2004","6.1","0.22","0.25","12.1","0.035","54","135","0.99481","3.21","0.4","10.7","5","WHITE","TRAIN","0.89936496759764"
"2003","6.3","0.22","0.27","4.5","0.036","81","157","0.9928","3.05","0.76","10.7","7","WHITE","TRAIN","0.84292054804973"
"2003","6.1","0.24","0.26","1.7","0.033","61","134","0.9903","3.19","0.81","11.9","7","WHITE","TEST","0.24238832574337"
"2003","5.6","0.23","0.25","8","0.043","31","101","0.99429","3.19","0.42","10.4","6","WHITE","TEST","0.22258563153445"
"2004","7","0.32","0.29","7.6","0.025","35","124","0.99162","3.15","0.65","12.8","7","WHITE","TRAIN","0.91057987883687"
"2003","6.8","0.11","0.27","8.6","0.044","45","104","0.99454","3.2","0.37","9.9","6","WHITE","TRAIN","0.79006220470182"
"2001","6.8","0.11","0.27","8.6","0.044","45","104","0.99454","3.2","0.37","9.9","6","WHITE","TRAIN","0.61740175820887"
"2001","7.3","0.23","0.41","14.6","0.048","73","223","0.99863","3.16","0.71","9.4","6","WHITE","VALIDATE","0.40331528731621"
"2002","6.1","0.2","0.17","1.6","0.048","46","129","0.991","3.3","0.43","11.4","6","WHITE","VALIDATE","0.34564725449308"
"2004","6.8","0.11","0.27","8.6","0.044","45","104","0.99454","3.2","0.37","9.9","6","WHITE","TEST","0.1392961575184"
"2001","7.3","0.23","0.41","14.6","0.048","73","223","0.99863","3.16","0.71","9.4","6","WHITE","TRAIN","0.63063871231861"
"2002","6.9","0.2","0.41","1.1","0.06","36","104","0.99317","2.99","0.39","9.2","5","WHITE","TEST","0.28334734379313"
"2001","6.7","0.19","0.32","3.7","0.041","26","76","0.99173","2.9","0.57","10.5","7","WHITE","VALIDATE","0.43466724455356"
"2003","6.7","0.28","0.34","8.9","0.048","32","111","0.99455","3.25","0.54","11","7","WHITE","TRAIN","0.77662270423024"
"2005","6.7","0.28","0.34","8.9","0.048","32","111","0.99455","3.25","0.54","11","7","WHITE","TRAIN","0.99227803386747"
"2002","8","0.37","0.31","4.7","0.038","3","127","0.99186","2.9","0.72","12.1","5","WHITE","TRAIN","0.6870410577394"
"2002","6.7","0.28","0.34","8.9","0.048","32","111","0.99455","3.25","0.54","11","7","WHITE","VALIDATE","0.31296263798139"
"2005","6","0.26","0.29","3.1","0.041","37","144","0.98944","3.22","0.39","12.8","7","WHITE","TRAIN","0.9650231169071"
"2002","6.4","0.24","0.49","5.8","0.053","25","120","0.9942","3.01","0.98","10.5","6","WHITE","TEST","0.25472670095041"
"2002","6.4","0.24","0.49","5.8","0.053","25","120","0.9942","3.01","0.98","10.5","6","WHITE","VALIDATE","0.32954150112345"
"2005","6.4","0.24","0.49","5.8","0.053","25","120","0.9942","3.01","0.98","10.5","6","WHITE","TEST","0.02293966058641"
"2000","6.4","0.25","0.57","1","0.062","21","122","0.99238","3","0.4","9.5","5","WHITE","VALIDATE","0.49565159576013"
"2002","6.1","0.25","0.48","15.8","0.052","25","94","0.99782","3.07","0.45","9.2","6","WHITE","VALIDATE","0.33846019161865"
"2002","6.8","0.14","0.35","1.5","0.047","40","117","0.99111","3.07","0.72","11.1","6","WHITE","TRAIN","0.70495044859126"
"2003","6.5","0.38","0.26","5.2","0.042","33","112","0.99067","3.06","0.5","12.3","7","WHITE","TEST","0.24592071515508"
"2005","6.8","0.14","0.35","1.5","0.047","40","117","0.99111","3.07","0.72","11.1","6","WHITE","TRAIN","0.95981216127984"
"2001","5.4","0.15","0.32","2.5","0.037","10","51","0.98878","3.04","0.58","12.6","6","WHITE","TRAIN","0.62924052216112"
"2004","6.4","0.25","0.57","1","0.062","21","122","0.99238","3","0.4","9.5","5","WHITE","TRAIN","0.91477825376205"
"2004","6.1","0.25","0.48","15.8","0.052","25","94","0.99782","3.07","0.45","9.2","6","WHITE","TEST","0.05378176015801"
"2003","6.8","0.22","0.32","5.9","0.054","40","152","0.9938","3.2","0.57","10.8","6","WHITE","TEST","0.23458462720736"
"2001","7.2","0.21","0.29","3.1","0.044","39","122","0.99143","3","0.6","11.3","6","WHITE","VALIDATE","0.42012691032141"
"2003","6","0.26","0.29","3.1","0.041","37","144","0.98944","3.22","0.39","12.8","7","WHITE","TEST","0.21257735579274"
"2003","6.4","0.24","0.49","5.8","0.053","25","120","0.9942","3.01","0.98","10.5","6","WHITE","TEST","0.16763216047547"
"2002","6.5","0.46","0.24","11.5","0.051","56","171","0.99588","3.08","0.56","9.8","6","WHITE","TRAIN","0.70536481286399"
"2004","6.5","0.18","0.48","18","0.054","56","183","1.00038","2.98","0.61","8.5","6","WHITE","TEST","0.08381885359995"
"2000","6.2","0.32","0.12","4.8","0.054","6","97","0.99424","3.16","0.5","9.3","5","WHITE","VALIDATE","0.46038949186913"
"2001","7.2","0.4","0.24","8.5","0.055","45","151","0.99626","3.2","0.52","9.2","5","WHITE","VALIDATE","0.43083399860188"
"2001","5.9","0.23","0.24","1.6","0.037","32","115","0.99076","3.21","0.51","11.4","6","WHITE","VALIDATE","0.41358438273891"
"2001","6.4","0.18","0.48","18","0.054","56","183","1.00038","2.98","0.61","8.5","6","WHITE","TRAIN","0.61490676854737"
"2002","6.2","0.32","0.12","4.8","0.054","6","97","0.99424","3.16","0.5","9.3","5","WHITE","TRAIN","0.67026257724501"
"2005","6.4","0.37","0.12","5.9","0.056","6","91","0.99536","3.06","0.46","8.4","4","WHITE","TRAIN","0.99523604055866"
"2001","7","0.23","0.42","1.1","0.062","35","100","0.99318","3.04","0.4","9.2","5","WHITE","TRAIN","0.62576536252163"
"2000","7.2","0.4","0.24","8.5","0.055","45","151","0.99626","3.2","0.52","9.2","5","WHITE","VALIDATE","0.47040771134197"
"2002","7.6","0.19","0.37","13.1","0.033","52","151","0.99726","3.18","0.79","10.4","6","WHITE","TRAIN","0.7081742035225"
"2005","6","0.28","0.27","4.1","0.046","50","147","0.99126","3.27","0.56","11.6","6","WHITE","TRAIN","0.96786189032718"
"2002","6.2","0.32","0.45","2.9","0.029","37","94","0.98998","3.25","0.6","12.4","6","WHITE","TRAIN","0.72064077761024"
"2002","7.6","0.19","0.37","13.1","0.033","52","151","0.99726","3.18","0.79","10.4","6","WHITE","TEST","0.26509452494792"
"2004","6.4","0.26","0.26","1.1","0.052","22","176","0.99304","3.09","0.54","9.3","5","WHITE","TRAIN","0.87292322982102"
"2004","5.9","0.25","0.27","1.5","0.029","37","81","0.9892","3.2","0.46","12.2","6","WHITE","TRAIN","0.87589807086624"
"2003","6.1","0.28","0.3","7.75","0.031","33","139","0.99296","3.22","0.46","11","6","WHITE","TEST","0.23141610133461"
"2004","6.9","0.19","0.38","1.15","0.023","30","105","0.99047","3.11","0.38","11.4","5","WHITE","TRAIN","0.94113199459388"
"2001","6.4","0.29","0.57","1","0.06","15","120","0.9924","3.06","0.41","9.5","5","WHITE","TRAIN","0.60148389963433"
"2002","6.8","0.27","0.22","17.8","0.034","16","116","0.9989","3.07","0.53","9.2","5","WHITE","TRAIN","0.69372683134861"
"2000","7.5","0.26","0.38","5.7","0.021","23","125","0.99338","3.13","0.62","11.1","6","WHITE","TRAIN","0.51362168742343"
"2003","6.8","0.27","0.22","17.8","0.034","16","116","0.9989","3.07","0.53","9.2","5","WHITE","TEST","0.208283044165"
"2003","6.4","0.2","0.22","7.4","0.032","53","172","0.99404","3.24","0.58","11","6","WHITE","TRAIN","0.7971098779235"
"2000","7.3","0.33","0.22","1.4","0.041","40","177","0.99287","3.14","0.48","9.9","5","WHITE","TRAIN","0.51444732560776"
"2000","7.3","0.34","0.22","1.4","0.044","43","176","0.99286","3.14","0.46","9.9","5","WHITE","TRAIN","0.51136598922312"
"2005","6.4","0.29","0.57","1","0.06","15","120","0.9924","3.06","0.41","9.5","5","WHITE","TEST","0.01802922273054"
"2004","6.1","1.1","0.16","4.4","0.033","8","109","0.99058","3.35","0.47","12.4","4","WHITE","TEST","0.12406390346586"
"2005","6.3","0.24","0.29","1.6","0.052","48","185","0.9934","3.21","0.5","9.4","5","WHITE","TRAIN","0.97722025960683"
"2002","6.2","0.24","0.22","7.9","0.053","45","149","0.99545","3.23","0.52","9.3","5","WHITE","TRAIN","0.7098697440233"
"2002","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TRAIN","0.67184989992529"
"2005","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TRAIN","0.97327788872644"
"2002","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TEST","0.29735428048297"
"2004","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TRAIN","0.93547014286741"
"2004","7.2","0.17","0.28","17.55","0.05","33","154","0.99971","2.94","0.43","9","7","WHITE","TRAIN","0.85861887224018"
"2004","6.9","0.19","0.35","13.5","0.038","49","118","0.99546","3","0.63","10.7","6","WHITE","TRAIN","0.87933633429929"
"2004","6.9","0.19","0.35","13.5","0.038","49","118","0.99546","3","0.63","10.7","6","WHITE","TRAIN","0.9116031830199"
"2005","6.8","0.16","0.36","1.3","0.034","32","98","0.99058","3.02","0.58","11.3","6","WHITE","TRAIN","0.97896133176982"
"2005","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TRAIN","0.95689967903308"
"2005","6.8","0.3","0.27","11.6","0.028","22","97","0.99314","2.96","0.38","11.7","6","WHITE","TEST","0.01632724842056"
"2003","6.2","0.24","0.22","7.9","0.053","45","149","0.99545","3.23","0.52","9.3","5","WHITE","TEST","0.2257465806324"
"2001","7.4","0.16","0.27","15.5","0.05","25","135","0.9984","2.9","0.43","8.7","7","WHITE","TRAIN","0.57055717078037"
"2004","7.2","0.17","0.28","17.55","0.05","33","154","0.99971","2.94","0.43","9","7","WHITE","TEST","0.11495509487576"
"2001","6.8","0.3","0.27","11.6","0.028","22","97","0.99314","2.96","0.38","11.7","6","WHITE","VALIDATE","0.39147644001059"
"2000","6.5","0.43","0.18","13.15","0.032","25","131","0.99565","3.23","0.51","10.7","5","WHITE","VALIDATE","0.48924561450257"
"2005","6.6","0.17","0.36","1.9","0.036","38","110","0.99056","3.05","0.54","11.4","6","WHITE","TEST","0.04798619146458"
"2005","6.9","0.19","0.35","13.5","0.038","49","118","0.99546","3","0.63","10.7","6","WHITE","TEST","0.04930364363826"
"2001","6.8","0.16","0.36","1.3","0.034","32","98","0.99058","3.02","0.58","11.3","6","WHITE","TRAIN","0.63548420765437"
"2003","6.4","0.41","0.01","6.1","0.048","20","70","0.99362","3.19","0.42","10","5","WHITE","TEST","0.17883623437955"
"2001","6.4","0.41","0.01","6.1","0.048","20","70","0.99362","3.19","0.42","10","5","WHITE","TRAIN","0.59811345883645"
"2002","7.4","0.36","0.32","1.9","0.036","27","119","0.99196","3.15","0.49","11.2","6","WHITE","TRAIN","0.70194199401885"
"2004","6.1","0.17","0.21","1.9","0.09","44","130","0.99255","3.07","0.41","9.7","5","WHITE","TRAIN","0.86147057753987"
"2002","5.5","0.28","0.21","1.6","0.032","23","85","0.99027","3.42","0.42","12.5","5","WHITE","TEST","0.26158416154794"
"2003","6.6","0.5","0.26","11.3","0.029","32","110","0.99302","3.27","0.78","12.9","8","WHITE","TRAIN","0.84388753678649"
"2000","7.1","0.44","0.27","8.4","0.057","60","160","0.99257","3.16","0.36","11.8","6","WHITE","VALIDATE","0.45634426223114"
"2001","6.9","0.38","0.28","8.3","0.062","22","166","0.99506","3.16","0.72","10.6","5","WHITE","VALIDATE","0.36521634319797"
"2002","7.1","0.44","0.27","8.4","0.057","60","160","0.99257","3.16","0.36","11.8","6","WHITE","VALIDATE","0.33289675833657"
"2000","6.2","0.24","0.28","12.2","0.049","54","133","0.9952","3.19","0.37","10.7","6","WHITE","VALIDATE","0.48155038640834"
"2004","6.1","0.28","0.27","8","0.048","41","162","0.99498","3.21","0.51","9.9","5","WHITE","TEST","0.06238363892771"
"2002","7.6","0.26","0.32","1.3","0.048","23","76","0.9903","2.96","0.46","12","6","WHITE","TRAIN","0.68786245491355"
"2001","7.5","0.16","0.38","12.7","0.043","70.5","163","0.99706","3.15","0.82","10.4","7","WHITE","TRAIN","0.57793047092854"
"2002","6.5","0.36","0.16","1.3","0.054","11","107","0.99398","3.19","0.39","8.5","5","WHITE","TEST","0.27439305302686"
"2000","6.6","0.35","0.19","10.5","0.06","15","82","0.99588","3.13","0.38","9.9","4","WHITE","VALIDATE","0.49703671387396"
"2003","5.7","0.25","0.26","12.5","0.049","52.5","120","0.99691","3.08","0.45","9.4","6","WHITE","TRAIN","0.78106226073578"
"2005","7.4","0.37","0.26","9.6","0.05","33","134","0.99608","3.13","0.46","10.4","5","WHITE","TEST","0.04112678649835"
"2003","5.7","0.25","0.21","1.5","0.044","21","108","0.99142","3.3","0.59","11","6","WHITE","TEST","0.15165849262848"
"2001","5.8","0.23","0.21","1.5","0.044","21","110","0.99138","3.3","0.57","11","6","WHITE","TRAIN","0.56216656276956"
"2001","5.4","0.265","0.28","7.8","0.052","27","91","0.99432","3.19","0.38","10.4","6","WHITE","VALIDATE","0.3779546348378"
"2004","5.7","0.25","0.27","10.8","0.05","58","116","0.99592","3.1","0.5","9.8","6","WHITE","TRAIN","0.94289673049934"
"2001","5.7","0.25","0.26","12.5","0.049","52.5","106","0.99691","3.08","0.45","9.4","6","WHITE","VALIDATE","0.38908912544138"
"2004","5.9","0.23","0.28","8.6","0.046","37","142","0.99432","3.23","0.53","10.6","6","WHITE","TEST","0.05949815036728"
"2004","6.2","0.3","0.32","1.2","0.052","32","185","0.99266","3.28","0.44","10.1","5","WHITE","TEST","0.13460480282083"
"2001","6.5","0.33","0.24","14.5","0.048","20","96","0.99456","3.06","0.3","11.5","8","WHITE","TRAIN","0.55130263604223"
"2004","7.4","0.26","0.29","3.7","0.048","14","73","0.9915","3.06","0.45","11.4","6","WHITE","TEST","0.12045912467874"
"2000","7","0.2","0.4","1.1","0.058","30","93","0.99322","3.03","0.38","9.2","6","WHITE","VALIDATE","0.48360290494747"
"2001","6.5","0.21","0.42","1.1","0.059","33","101","0.9927","3.12","0.38","9.7","6","WHITE","VALIDATE","0.41815377166494"
"2004","7.3","0.25","0.27","3.8","0.047","16","79","0.99173","3.07","0.46","11.3","6","WHITE","TRAIN","0.87098660808987"
"2003","6.8","0.27","0.24","4.6","0.098","36","127","0.99412","3.15","0.49","9.6","6","WHITE","TEST","0.19648914015851"
"2005","6.7","0.24","0.3","10.2","0.07","44","179","0.99666","2.86","0.46","8.9","6","WHITE","TEST","0.01447473885491"
"2003","6.4","0.14","0.28","7.9","0.057","21","82","0.99425","3.26","0.36","10","6","WHITE","TEST","0.24502487131394"
"2002","6.4","0.5","0.2","2.4","0.059","19","112","0.99314","3.18","0.4","9.2","6","WHITE","TRAIN","0.69875677931122"
"2005","6.6","0.41","0.27","10.7","0.11","20","103","0.99672","3.08","0.41","9","6","WHITE","TEST","0.03486293973401"
"2000","6.4","0.25","0.28","4.9","0.03","29","98","0.99024","3.09","0.58","12.8","7","WHITE","TRAIN","0.53486236277967"
"2005","6.6","0.41","0.27","10.7","0.11","20","103","0.99672","3.08","0.41","9","6","WHITE","TEST","0.04968348657712"
"2002","8","0.25","0.35","1.1","0.054","13","136","0.99366","3.08","0.55","9.5","5","WHITE","TRAIN","0.70881968620233"
"2001","6.4","0.14","0.28","7.9","0.057","21","82","0.99425","3.26","0.36","10","6","WHITE","VALIDATE","0.39067575335502"
"2001","6.6","0.21","0.34","5.6","0.046","30","140","0.99299","3.22","0.38","11","5","WHITE","TRAIN","0.63257699762471"
"2003","6.4","0.5","0.2","2.4","0.059","19","112","0.99314","3.18","0.4","9.2","6","WHITE","TRAIN","0.76601226488128"
"2004","6.3","0.29","0.23","14.2","0.037","24","99","0.99528","3.08","0.38","10.6","6","WHITE","TRAIN","0.94032277911901"
"2003","6.9","0.37","0.23","9.5","0.057","54","166","0.99568","3.23","0.42","10","5","WHITE","TRAIN","0.78904026257805"
"2004","6.9","0.37","0.23","9.5","0.057","54","166","0.99568","3.23","0.42","10","5","WHITE","TEST","0.07434182078577"
"2000","5.7","0.31","0.28","4.1","0.03","22","86","0.99062","3.31","0.38","11.7","7","WHITE","TRAIN","0.51709109917283"
"2003","6.9","0.45","0.27","4.7","0.035","17","80","0.99058","3.12","0.36","12.5","7","WHITE","TRAIN","0.77560409996658"
"2002","6.9","0.3","0.45","1.4","0.039","36","122","0.99059","3.07","0.47","11.1","7","WHITE","TEST","0.28961803647689"
"2004","5.3","0.23","0.56","0.9","0.041","46","141","0.99119","3.16","0.62","9.7","5","WHITE","TRAIN","0.86582730151712"
"2000","6.8","0.3","0.26","20.3","0.037","45","150","0.99727","3.04","0.38","12.3","6","WHITE","VALIDATE","0.48151360847987"
"2002","6.7","0.28","0.42","3.5","0.035","43","105","0.99021","3.18","0.38","12.2","6","WHITE","TRAIN","0.74999954015947"
"2003","5","0.255","0.22","2.7","0.043","46","153","0.99238","3.75","0.76","11.3","6","WHITE","TRAIN","0.78703371202573"
"2005","7.6","0.4","0.27","1.2","0.053","23","193","0.99164","3.22","0.38","11.6","5","WHITE","TEST","0.01090560876764"
"2000","5.5","0.21","0.25","1.2","0.04","18","75","0.99006","3.31","0.56","11.3","6","WHITE","VALIDATE","0.49047938175499"
"2001","6","0.2","0.25","2","0.041","30","95","0.99078","3.27","0.56","11.1","6","WHITE","TRAIN","0.63657898409292"
"2002","6.1","0.17","0.29","1.1","0.041","32","92","0.99036","3.26","0.57","11.2","6","WHITE","TRAIN","0.68023132672533"
"2001","7.5","0.21","0.29","1.5","0.046","35","107","0.99123","3.15","0.45","11.3","6","WHITE","TRAIN","0.62250180565752"
"2001","7.3","0.26","0.32","1.2","0.041","29","94","0.98978","3.07","0.45","12","6","WHITE","VALIDATE","0.37337471335195"
"2001","6.2","0.35","0.2","18.1","0.069","33","158","0.99908","3.15","0.5","8.8","6","WHITE","VALIDATE","0.35229727858677"
"2004","6.2","0.35","0.2","18.1","0.069","33","158","0.99908","3.15","0.5","8.8","6","WHITE","TRAIN","0.85452918824739"
"2005","6.5","0.43","0.31","3.6","0.046","19","143","0.99022","3.15","0.34","12","8","WHITE","TRAIN","0.97982958192005"
"2004","6.5","0.4","0.31","3.5","0.046","22","147","0.99024","3.15","0.31","12","7","WHITE","TEST","0.05848830705508"
"2003","7.4","0.28","0.5","12.1","0.049","48","122","0.9973","3.01","0.44","9","5","WHITE","TRAIN","0.81902806274592"
"2004","6.3","0.23","0.22","17.45","0.054","42","151","0.99853","3.12","0.6","9.3","6","WHITE","TRAIN","0.86980226589366"
"2004","6.2","0.34","0.25","12.1","0.059","33","171","0.99769","3.14","0.56","8.7","6","WHITE","TEST","0.10262788971886"
"2001","6.6","0.44","0.32","3","0.095","13","75","0.98954","3.1","0.63","12.8","6","WHITE","VALIDATE","0.35865484736859"
"2005","6","0.13","0.36","1.6","0.052","23","72","0.98974","3.1","0.5","11.5","7","WHITE","TEST","0.03817240335047"
"2004","6.3","0.17","0.23","5.7","0.048","44","147","0.99382","3.08","0.54","10","5","WHITE","TRAIN","0.88717377209104"
"2001","6.3","0.18","0.22","5.6","0.047","45","147","0.99383","3.09","0.54","10","5","WHITE","TRAIN","0.60637806402519"
"2005","6.7","0.31","0.34","6.8","0.059","51","215","0.99538","3.33","0.56","10.3","5","WHITE","TRAIN","0.95656015793792"
"2003","6.6","0.33","0.32","15.6","0.054","62","227","0.99734","3.25","0.56","10.4","5","WHITE","TEST","0.20067466050386"
"2004","6.3","0.34","0.31","6","0.02","18","68","0.98981","3.22","0.29","13.4","7","WHITE","TEST","0.08603292657062"
"2000","6.8","0.29","0.32","1.8","0.032","18","130","0.99095","3.05","0.62","11.2","6","WHITE","TRAIN","0.54513721656985"
"2000","7","0.6","0.3","4.5","0.068","20","110","0.99914","3.3","1.17","10.2","5","RED","VALIDATE","0.49408601759932"
"2004","7.6","0.74","0","1.9","0.1","6","12","0.99521","3.36","0.59","11","5","RED","TRAIN","0.89936496759764"
"2003","8.2","0.635","0.1","2.1","0.073","25","60","0.99638","3.29","0.75","10.9","6","RED","TRAIN","0.84292054804973"
"2003","5.9","0.395","0.13","2.4","0.056","14","28","0.99362","3.62","0.67","12.4","6","RED","TEST","0.24238832574337"
"2003","7.5","0.755","0","1.9","0.084","6","12","0.99672","3.34","0.49","9.7","4","RED","TEST","0.22258563153445"
"2004","8.2","0.635","0.1","2.1","0.073","25","60","0.99638","3.29","0.75","10.9","6","RED","TRAIN","0.91057987883687"
"2003","6.6","0.63","0","4.3","0.093","51","77.5","0.99558","3.2","0.45","9.5","5","RED","TRAIN","0.79006220470182"
"2001","6.6","0.63","0","4.3","0.093","51","77.5","0.99558","3.2","0.45","9.5","5","RED","TRAIN","0.61740175820887"
